BUYER_DEA_NO,BUYER_STATE,BUYER_COUNTY,lat,lon,total_dosage_unit,total_records,countyfips,average_population,per_person,linear_per_person,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDRESS1,BUYER_CITY,BUYER_ZIP,BUYER_ADDL_CO_INFO,BUYER_ADDRESS2
BW5592743,LA,CADDO,32.8578,-93.9867,1074500,4933,22017,252980.2857142857,0.6,1.9035340569376673,CHAIN PHARMACY,WAL-MART PHARMACY 10-0116,929 SOUTH PINE STREET,VIVIAN,71082,,
FC0234954,LA,CADDO,32.8639,-93.9901,663650,2531,22017,252980.2857142857,0.4,1.1756517382008829,RETAIL PHARMACY,COUNTRY DRUG,202 SOUTH AVE.,VIVIAN,71082,,SUITE A
BN3842350,LA,CADDO,32.8731,-93.9874,448880,1368,22017,252980.2857142857,0.3,0.7951545114877291,RETAIL PHARMACY,NORTH CADDO DRUG,144 WEST LOUISIANA AVENUE,VIVIAN,71082,,
FR3261788,LA,CADDO,32.8639,-93.9901,94820,290,22017,252980.2857142857,0.1,0.1678841846727217,RETAIL PHARMACY,RX CARE PHARMACY,202 SOUTH AVE,VIVIAN,71082,BENZER PHARMACY,SUITE A
AP3420495,LA,CALCASIEU,30.2344,-93.2041,127500,188,22019,188386.85714285713,0.1,0.30323248069401615,RETAIL PHARMACY,PRYCE'S PHARMACY INC,331 ENTERPRISE BLVD,LAKE CHARLES,70601,,PO BOX 1323
FM1615080,LA,CALCASIEU,30.2046,-93.1976,330570,1209,22019,188386.85714285713,0.3,0.7863577187808111,RETAIL PHARMACY,MEDICAL PLAZA PHARMACY,1717 OAK PARK BLVD.  SUITE 110,LAKE CHARLES,70601,,
FM2971996,LA,CALCASIEU,30.2046,-93.1976,200130,523,22019,188386.85714285713,0.2,0.47602701480660753,RETAIL PHARMACY,MEDICAL PLAZA PHARMACY,1717 OAK PARK BLVD. SUITE 110,LAKE CHARLES,70601,,
BK3627049,LA,CALCASIEU,30.2023,-93.1807,163600,750,22019,188386.85714285713,0.1,0.3891182397669136,CHAIN PHARMACY,K&B LOUISIANA CORP #7308,RITE AID #7308,LAKE CHARLES,70601,,3004 HIGHWAY 14
BC0182775,LA,CALCASIEU,30.2028,-93.2012,800,4,22019,188386.85714285713,0,0.0017996365240406913,RETAIL PHARMACY,CHILDREN'S PHARMACY INC,2903 FIRST AVE,LAKE CHARLES,70601,,
BM3004594,LA,CALCASIEU,30.2046,-93.1976,428880,1525,22019,188386.85714285713,0.3,1.0202477180732366,RETAIL PHARMACY,MEDICAL PLAZA PHARMACY,1717 OAK PARK BLVD. #110,LAKE CHARLES,70601,,
BW5439725,LA,CALCASIEU,30.269,-93.1805,1799200,8112,22019,188386.85714285713,1.4,4.280385484632044,CHAIN PHARMACY,WAL-MART PHARMACY 10-0521,2500 N MARTIN LUTHER KING HWY,LAKE CHARLES,70601,,
BW3568283,LA,CALCASIEU,30.2526,-93.1802,953230,3221,22019,188386.85714285713,0.7,2.267732420839824,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1106 N MARTIN L KING,LAKE CHARLES,70601,DBA: WALGREENS # 02919,
BS9963857,LA,CALCASIEU,30.2417,-93.1925,164200,418,22019,188386.85714285713,0.1,0.39054570390662946,RETAIL PHARMACY,SWLA CENTER FOR HEALTH SERVICES,2000 OPELOUSAS STREET,LAKE CHARLES,70601,,
BW7521936,LA,CALCASIEU,30.1681,-93.2658,1372200,4604,22019,188386.85714285713,1,3.264506838534336,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",2755 COUNTRY CLUB ROAD,LAKE CHARLES,70605,DBA: WALGREENS # 06577,
BW5519991,LA,CALCASIEU,30.195,-93.2461,1405180,6909,22019,188386.85714285713,1.1,3.342969784080712,CHAIN PHARMACY,WAL-MART PHARMACY 10-1204,3451 NELSON ROAD,LAKE CHARLES,70605,,
BT7656397,LA,CALCASIEU,30.2001,-93.2462,601020,1880,22019,188386.85714285713,0.5,1.4297871797576847,CHAIN PHARMACY,TARGET STORES A DIV.OF TARGET CORP.,ATTN: PHARMACY,LAKE CHARLES,70601,TARGET STORE T-1399,1720 PRIEN LAKE ROAD WEST
BS9476373,LA,CALCASIEU,30.1992,-93.2516,507830,3297,22019,188386.85714285713,0.4,1.2080782077908336,CHAIN PHARMACY,SAM'S PHARMACY 10-8265,2025 SAM'S WAY,LAKE CHARLES,70601,,
BP6928533,LA,CALCASIEU,30.185,-93.2503,11010,65,22019,188386.85714285713,0,0.026090317968203675,RETAIL PHARMACY,PRESCRIPTION SPECIALTIES,4070 NELSON ROAD,LAKE CHARLES,70605,,SUITE 200
BM3012135,LA,CALCASIEU,30.2409,-93.0134,770400,2295,22019,188386.85714285713,0.6,1.8327603063994404,RETAIL PHARMACY,MILLER'S HEALTHMART PHARMACY,214 S THOMPSON AVE,IOWA,70647,,PO BOX 1437
BD5174266,LA,CALCASIEU,30.2404,-93.0134,721550,2108,22019,188386.85714285713,0.5,1.716540934357583,RETAIL PHARMACY,GUIDRY'S HEALTHCENTER PHARM,204 SOUTH THOMPSON AVENUE,IOWA,70647,RICKY T GUIDRY,PO BOX 760
BB5723336,LA,CALCASIEU,30.452,-93.4399,1287070,4506,22019,188386.85714285713,1,3.0619734681776665,CHAIN PHARMACY,BROOKSHIRE BROTHERS PHARMACY #31,300 WEST 4TH STREET,DEQUINCY,70633,,
BP3555274,LA,CALCASIEU,30.4506,-93.4354,572900,2346,22019,188386.85714285713,0.4,1.3628866937430066,RETAIL PHARMACY,PERKINS PHARMACY,129 N PINE STREET,DEQUINCY,70633,WINSTON E BATCHELOR DBA,P.O. BOX 338
AN5730141,LA,CALCASIEU,30.4496,-93.4255,498440,2030,22019,188386.85714285713,0.4,1.185738394004282,RETAIL PHARMACY,NICHOLS PHARMACY INC,915 E FOURTH ST,DEQUINCY,70633,,
BW5519989,LA,CALCASIEU,30.233,-93.3269,1741830,7978,22019,188386.85714285713,1.3,4.143896121806223,CHAIN PHARMACY,WAL-MART PHARMACY 10-0331,525 NORTH CITY SERVICE HWY.,SULPHUR,70663,,
BF7786847,LA,CONCORDIA,31.6514,-91.553,1069800,5017,22029,20243,7.5,23.685926392348076,RETAIL PHARMACY,FRED'S PHARMACY # 1936,2094 EE WALLACE BLVD N,FERRIDAY,71334,,
AV3411268,LA,CONCORDIA,31.6307,-91.5547,1046300,3125,22029,20243,7.4,23.165621937336322,RETAIL PHARMACY,VAUGHANS CITY DRUG CO OF CONC,109 EE WALLACE BLVD N,FERRIDAY,71334,,
AC2446474,LA,CONCORDIA,31.6502,-91.5625,836580,1958,22029,20243,5.9,18.522292137120775,RETAIL PHARMACY,COLVIN'S PHARMACY,114 SERIO BLVD,FERRIDAY,71334,,PO BOX 669
BC3527504,LA,CONCORDIA,31.6296,-91.5522,36000,181,22029,20243,0.3,0.7969584948522154,RETAIL PHARMACY,"CONCORDIA DRUG, INC",114 LOUISIANA AVE,FERRIDAY,71334,,
BW3791591,LA,EAST BATON ROUGE,30.499,-91.1525,2785600,3782,22033,434462.71428571426,0.9,2.8735260270644507,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",5450 PLANK ROAD,BATON ROUGE,70805,DBA: WALGREENS # 02982,
BW9547196,LA,EAST BATON ROUGE,30.471800000000002,-91.1208,541770,3230,22033,434462.71428571426,0.2,0.5587872002286597,CHAIN PHARMACY,"WINN DIXIE MONTGOMERY, LLC.",WINN DIXIE PHARMACY #1453,BATON ROUGE,70805,,6800 GREENWELL SPRINGS RD.
BW6197342,LA,EAST BATON ROUGE,30.471800000000002,-91.1208,600,2,22033,434462.71428571426,0,5.15312020228144e-4,CHAIN PHARMACY,"WINN DIXIE PHARMACY, #1453",6800 GREENWELL SPRINGS RD.,BATON ROUGE,70814,,
BR1328637,LA,EAST FELICIANA,30.8373,-91.2151,1361630,1834,22037,20468,9.5,29.81581950502377,RETAIL PHARMACY,MCDONALD PHARMACY,1701 CHARTER STREET,JACKSON,70748,RC MCDONALD CO INC.,PO BOX 299
FL2304450,LA,EAST BATON ROUGE,30.4524,-91.1129,287000,672,22033,434462.71428571426,0.1,0.29596603689946166,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",7411 FLORIDA BLVD.,BATON ROUGE,70806,DBA: CVS/PHARMACY  #06124,
FP2994792,LA,EAST BATON ROUGE,30.4457,-91.1352,18430,34,22033,434462.71428571426,0,0.018908770206669253,RETAIL PHARMACY,PAUL'S PHARMACY #4,5355 GOVERNMENT STREET,BATON ROUGE,70806,,
AA3209170,LA,EAST BATON ROUGE,30.4322,-91.0833,953920,3274,22033,434462.71428571426,0.3,0.9839618380044142,CHAIN PHARMACY,ALBERTSONS LLC,9650 AIRLINE HIGHWAY,BATON ROUGE,70815,SAV-ON PHARMACY #712,
BI7674876,LA,EAST BATON ROUGE,30.4475,-91.0921,193960,678,22033,434462.71428571426,0.1,0.19998581538143131,RETAIL PHARMACY,INFINITY HEALTH CARE INC,8894 AIRLINE HIGHWAY,BATON ROUGE,70815,INFINITY HEALTH CARE,SUITE A
BB7166780,LA,EAST BATON ROUGE,30.4436,-91.0989,42100,86,22033,434462.71428571426,0,0.04332678228031261,RETAIL PHARMACY,BATON ROUGE SPECIALTY PHARMACY,748 CHEVELLE DR,BATON ROUGE,70806,,
BI7935212,LA,EAST BATON ROUGE,30.4475,-91.0921,1200,4,22033,434462.71428571426,0,0.0011342730360365942,RETAIL PHARMACY,"INFINITY HEALTH CARE, INC",8894 AIRLINE HWY,BATON ROUGE,70815,,SUITE A
BA3075048,LA,EAST BATON ROUGE,30.4221,-91.1413,692490,3740,22033,434462.71428571426,0.2,0.7142702073997422,CHAIN PHARMACY,ALBERTSONS LLC,2950 COLLEGE DRIVE,BATON ROUGE,70808,SAV-ON PHARMACY #709,
BW5506007,LA,EAST BATON ROUGE,30.42,-91.1431,929900,4625,22033,434462.71428571426,0.3,0.9591827653382158,CHAIN PHARMACY,WAL-MART PHARMACY 10-1206,3132 COLLEGE DR.,BATON ROUGE,70808,,
FS0142860,LA,EAST BATON ROUGE,30.5261,-91.1972,1400,4,22033,434462.71428571426,0,0.0013405933746394108,RETAIL PHARMACY,SU STUDENT HEALTH SERVICES PHARMACY,149 HELEN BARRON DRIVE,BATON ROUGE,70813,,
AB6203549,LA,EAST BATON ROUGE,30.5132,-91.1477,8360060,5551,22033,434462.71428571426,2.7,8.624148400703739,RETAIL PHARMACY,BORDELON'S SUPER-SAVE PHARM,6920 PLANK RD,BATON ROUGE,70811,,
BC5276212,LA,EAST BATON ROUGE,30.5028,-91.1308,1123000,1773,22033,434462.71428571426,0.4,1.1583850522592354,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",5889 AIRLINE HWY,BATON ROUGE,70805,DBA: CVS/PHARMACY  # 05319,
BE5276212,LA,EAST BATON ROUGE,30.5028,-91.1308,542100,831,22033,434462.71428571426,0.2,0.5591276287873543,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",5889 AIRLINE HWY,BATON ROUGE,70805,DBA: CVS/PHARMACY  # 05319,
FE1172458,LA,EAST BATON ROUGE,30.5081,-91.1364,200,1,22033,434462.71428571426,0,1.0267134302251074e-4,RETAIL PHARMACY,EARL K LONG MED CTR OUTPATIENT PHARMACY,5439 AIRLINE HWY,BATON ROUGE,70805,,
AK5706215,LA,EAST BATON ROUGE,30.493,-91.0597,1114080,2474,22033,434462.71428571426,0.4,1.1491831651575497,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,11080 GREENWELL SPRINGS RD.,BATON ROUGE,70814,RITE AID #7321,
BW3791616,LA,EAST BATON ROUGE,30.4595,-91.0589,1857960,3556,22033,434462.71428571426,0.6,1.916571032556866,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",11297 FLORIDA BLVD,BATON ROUGE,70815,DBA: WALGREENS # 02996,
BL8742555,LA,EAST BATON ROUGE,30.456,-91.0749,344600,1037,22033,434462.71428571426,0.1,0.3553862944170728,RETAIL PHARMACY,L G PHARMACY,9936A FLORIDA BLVD,BATON ROUGE,70815,,
BP8214289,LA,EVANGELINE,30.782,-92.426,583260,1744,22039,34594.142857142855,2.4,7.556457069099451,RETAIL PHARMACY,PINE PRAIRIE PHARMACY INC,10711 VETERANS MEMORIAL HWY,PINE PRAIRIE,70576,,PO BOX 800
FF1043760,LA,EVANGELINE,30.7821,-92.4261,517600,1536,22039,34594.142857142855,2.1,6.705783652869776,RETAIL PHARMACY,FUSELIER'S PHARMACY INC,PO BOX 770,PINE PRAIRIE,70576,,10600 VETERANS MEMORIAL HWY
AF2009896,LA,EVANGELINE,30.7821,-92.4261,243460,763,22039,34594.142857142855,1,3.1540990606492034,RETAIL PHARMACY,FUSELIER'S PHARMACY INC,10600 VETERANS MEMORIAL HWY,PINE PRAIRIE,70576,,PO BOX 770
FW0648280,LA,POINTE COUPEE,30.6825,-91.4647,490040,2548,22077,22768.85714285714,3.1,9.646065124828784,CHAIN PHARMACY,WINN DIXIE PHARMACY # 1572,420 HOSPITAL ROAD,NEW ROADS,70760,,
BW9728657,LA,POINTE COUPEE,30.6825,-91.4647,194100,748,22077,22768.85714285714,1.2,3.8206484508315963,CHAIN PHARMACY,WINN DIXIE MONTGOMERY,WINN DIXIE PHARMACY # 1572,NEW ROADS,70760,,420 HOSPITAL RD
BW4162208,LA,POINTE COUPEE,30.6825,-91.4647,40800,143,22077,22768.85714285714,0.3,0.8030219855894212,CHAIN PHARMACY,"WINN DIXIE PHARMACY, #1572",420 HOSPITAL RD,NEW ROADS,70760,,
BV9391703,LA,RAPIDES,31.1484,-92.4975,1122400,2565,22079,130994.71428571429,1.2,3.8401370269474384,RETAIL PHARMACY,"VAN MOL FAMILY PHARMACY, LLC",9374 HWY 165 S,WOODWORTH,71485,,
BE9086085,LA,JEFFERSON,29.9608,-90.2206,4989700,305,22051,432413.71428571426,1.6,5.171670283474946,RETAIL PHARMACY,ELITE PHARMACY INC,10017 JEFFERSON HWY,RIVER RIDGE,70123,,SUITE 101
AK3416965,LA,JEFFERSON,29.9373,-90.2103,750450,2530,22051,432413.71428571426,0.2,0.7777302383368258,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,8225 JEFFERSON HIGHWAY,HARAHAN,70123,RITE AID #7268,
BW3601273,LA,JEFFERSON,29.9413,-90.2127,600,3,22051,432413.71428571426,0,5.182449779015298e-4,CHAIN PHARMACY,WINN-DIXIE PHARMACY,STORE 1404,RIVER RIDGE,70123,,8601 JEFFERSON HIGHWAY
AK3416864,LA,JEFFERSON,29.9621,-90.1694,1140150,2530,22051,432413.71428571426,0.4,1.181650374113278,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,4115 JEFFERSON HIGHWAY,JEFFERSON,70121,RITE AID #7264,
FP0332724,LA,JEFFERSON,29.9635,-90.1654,1203400,976,22051,432413.71428571426,0.4,1.2472083638178215,RETAIL PHARMACY,PHARMACY CITY LLC,3805 JEFFERSON HIGHWAY,JEFFERSON,70121,,
BA8081539,LA,JEFFERSON,29.9635,-90.1655,176380,533,22051,432413.71428571426,0.1,0.18271244940896336,RETAIL PHARMACY,ALPHA PHARMACEUTICAL COMPANY,3813 JEFFERSON HIGHWAY,JEFFERSON,70121,,
BW9187370,LA,JEFFERSON,29.9639,-90.1629,346150,2005,22051,432413.71428571426,0.1,0.35867734920564875,CHAIN PHARMACY,"WINN DIXIE MONTGOMERY, LLC.",WINN DIXIE PHARMACY #1428,JEFFERSON,70121,,3623 JEFFERSON HWY
FW3350864,LA,JEFFERSON,29.9605,-90.1715,39600,127,22051,432413.71428571426,0,0.04094135325422086,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",4327 JEFFERSON HWY.,JEFFERSON,70121,DBA:  WALGREENS #15109,
AK8008852,LA,JEFFERSON,29.9082,-90.0292,834290,2531,22051,432413.71428571426,0.3,0.8646295562313543,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,497 TERRY PARKWAY,TERRYTOWN,70056,RITE AID #7245,
BW3630414,LA,JEFFERSON,29.9013,-90.0298,2894460,7475,22051,432413.71428571426,1,2.9999750684781437,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",2001 CAROL SUE AVE,GRETNA,70056,DBA: WALGREENS #15200,
BW8992112,LA,JEFFERSON,29.8794,-90.0304,1774700,5121,22051,432413.71428571426,0.6,1.8393550755681096,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",457 LAPALCO BLVD,GRETNA,70056,DBA: WALGREENS # 07261,
BW9187421,LA,JEFFERSON,29.8882,-90.0328,160490,838,22051,432413.71428571426,0.1,0.16624262401125273,CHAIN PHARMACY,"WINN DIXIE MONTGOMERY, LLC.",WINN DIXIE PHARMACY # 1405,GRETNA,70056,,2112 BELLE CHASSE HWY
BP9046601,LA,JEFFERSON,29.8841,-90.0268,450280,1510,22051,432413.71428571426,0.1,0.46660704830342137,RETAIL PHARMACY,PROFESSIONAL PLAZA PHCY,120 MEADOWCREST ST. #150,GRETNA,70056,MEADOWCREST PROFESSIONAL BUILDING,
BM2915936,LA,JEFFERSON,29.893,-90.0314,3199520,7418,22051,432413.71428571426,1.1,3.3161666943954256,RETAIL PHARMACY,MAJORIA DRUGS,888 TERRY PARKWAY,TERRYTOWN,70056,,
BI4508187,LA,JEFFERSON,29.9005,-90.042,300,3,22051,432413.71428571426,0,2.072979911606119e-4,RETAIL PHARMACY,"IV SERVICES, LLC",1581 CAROL SUE AVE,GRETNA,70056,,SUITE E
BW7477094,LA,JEFFERSON,29.9155,-90.0484,2096830,5726,22051,432413.71428571426,0.7,2.1732395850309496,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",89 WESTBANK EXPRESSWAY,GRETNA,70053,DBA: WALGREENS # 06506,
BC2209751,LA,JEFFERSON,29.9162,-90.0497,878200,1332,22051,432413.71428571426,0.3,0.9101418301906664,RETAIL PHARMACY,CARR DRUGS,91 WESTBANK EXPRESSWAY,GRETNA,70053,,SUITE 550
FO2977479,LA,JEFFERSON,29.9162,-90.0615,31700,160,22051,432413.71428571426,0,0.03275308260337668,RETAIL PHARMACY,OLD GRETNA PHARMACY,500 LAFAYETTE STREET,GRETNA,70053,,
BD3533545,LA,JEFFERSON,29.8892,-90.0961,7929210,7234,22051,432413.71428571426,2.6,8.2184428734576,RETAIL PHARMACY,DEKLE DRUGS,4621 WICHERS DRIVE,MARRERO,70072,,
BC7334547,LA,JEFFERSON,29.8906,-90.0945,1620100,3162,22051,432413.71428571426,0.5,1.6791137284009563,RETAIL PHARMACY,CARR DRUGS #4,1111 MEDICAL CENTER BLVD.,MARRERO,70072,,SUITE N116
AK3416890,LA,JEFFERSON,29.8939,-90.0958,1446990,3576,22051,432413.71428571426,0.5,1.499686952151889,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,4535 WESTBANK EXPRESSWAY,MARRERO,70072,RITE AID #7251,
FW2944812,LA,JEFFERSON,29.8906,-90.0945,294600,670,22051,432413.71428571426,0.1,0.30524629198400105,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1111 MEDICAL CENTER BLVD SUITE 116N,MARRERO,70072,DBA: WALGREENS #15198,
BO9121738,LA,JEFFERSON,29.8906,-90.0945,910,13,22051,432413.71428571426,0,8.395568642004784e-4,RETAIL PHARMACY,ONCOLOGY RX,1111 MEDICAL CENTER BLVD,MARRERO,70072,,SUITE SOUTH 670
FA1302948,LA,JEFFERSON,29.889,-90.0972,6700,7,22051,432413.71428571426,0,0.006840833708300195,RETAIL PHARMACY,ACCU-MED II LLC,4700 WICHERS DR.,MARRERO,70072,LEGAL NA: ACCU-MED PHARMACY II LLC,SUITE #100
AL9761429,LA,JEFFERSON,29.7351,-90.1265,973800,1806,22051,432413.71428571426,0.3,1.0092302699654392,RETAIL PHARMACY,TEWELDE'S LAFITTE DRUGS,PO BOX 10,LAFITTE,70067,,2695 JEAN LAFITTE BOULEVARD
AC6391243,LA,LAFOURCHE,29.3919,-90.2678,4218780,3821,22057,95051.57142857143,6.3,19.892523131972332,RETAIL PHARMACY,CLINIC DRUG STORE OF GOLDEN MEADOW INC,110 SOUTH BAYOU DRIVE,GOLDEN MEADOW,70357,,
FC3102263,LA,LAFOURCHE,29.3919,-90.2678,249600,333,22057,95051.57142857143,0.4,1.176824193776404,RETAIL PHARMACY,CLINIC DRUG STORE OF GOLDEN,110 SOUTH BAYOU DRIVE,GOLDEN MEADOW,70357,"MEADOW, INC",PO BOX 550
AW4304731,LA,LAFOURCHE,29.4793,-90.3218,1591240,3367,22057,95051.57142857143,2.4,7.502999958907034,RETAIL PHARMACY,WALTER BIRDSALL PHARMACY,118 WEST 111TH STREET,CUT OFF,70345,,P O BOX 840
AK9508257,LA,LAFOURCHE,29.5489,-90.3454,736490,2073,22057,95051.57142857143,1.1,3.47263508066443,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,13998 WEST MAIN STREET,LAROSE,70373,RITE AID #7279,
BT7113626,LA,JEFFERSON DAVIS,30.077,-92.6773,587400,1389,22053,31428.571428571428,2.7,8.376613645369844,RETAIL PHARMACY,THRIFTY WAY PHARMACY,202 ARTHUR AVENUE,LAKE ARTHUR,70549,,PO DRAWER AN
BH7905459,LA,JEFFERSON DAVIS,30.0863,-92.6722,428390,1564,22053,31428.571428571428,1.9,6.109024580036091,RETAIL PHARMACY,HEALTH MART PHARMACY OF,LAKE ARTHUR,LAKE ARTHUR,70549,,500 HWY 26
AS8683395,LA,LAFOURCHE,29.783,-90.807,581550,1483,22057,95051.57142857143,0.9,2.742053350059097,RETAIL PHARMACY,SOUTHLAND DRUGS NO 2 INC,SOUTHLAND DRUGS NO 2 INC,THIBODAUX,70301,,1117 AUDUBON AVE
BR4469260,LA,LAFOURCHE,29.782,-90.8075,69700,364,22057,95051.57142857143,0.1,0.328549678893872,RETAIL PHARMACY,"ROUSE'S DISCOUNT PHARMACY #5, ROUSE ENTERPRISES",1175 AUDUBON AVENUE,THIBODAUX,70301,,
FT0477439,LA,LA SALLE,31.6908,-92.1444,1091710,2304,22059,14575.142857142857,10.7,33.57049033939027,RETAIL PHARMACY,TRIANGLE PHARMACY LLC,PO BOX 1508,JENA,71342,,3148 WEST OAK ST
BJ9796977,LA,LA SALLE,31.6923,-92.1579,750960,2404,22059,14575.142857142857,7.4,23.092268191070218,RETAIL PHARMACY,JENA PHARMACY LLC,11973 HWY 84 W,JENA,71342,,
AM3416612,LA,LA SALLE,31.6825,-92.1195,264160,688,22059,14575.142857142857,2.6,8.122940115348436,RETAIL PHARMACY,CASH DRUGS,1825 EAST OAK STREET,JENA,71342,MARCLO ENTERPRISES INC,SUITE A
BV1315844,LA,LA SALLE,31.6908,-92.1444,240760,538,22059,14575.142857142857,2.4,7.403379151971505,RETAIL PHARMACY,TRIANGLE PHARMACY LLC,PO BOX 1508,JENA,71342,,3148 WEST OAK ST
AJ3393941,LA,LA SALLE,31.6908,-92.1444,23850,102,22059,14575.142857142857,0.2,0.733295025215522,RETAIL PHARMACY,JENA PHARMACY INC,PO BOX 30,JENA,71342,,2951 EAST OAK STREET
BW5329633,LA,LA SALLE,31.6924,-92.1407,1035860,6208,22059,14575.142857142857,10.2,31.853076672526953,CHAIN PHARMACY,WAL-MART PHARMACY 10-0498,3670 WEST OAK STREET,JENA,71342,,
BH1289974,LA,LA SALLE,31.6828,-92.132,777270,2056,22059,14575.142857142857,7.6,23.901313017841463,RETAIL PHARMACY,HONEYCUTT DRUG STORE INC,2835 OAK STREET,JENA,71342,,P.O. BOX 1350
BC5348087,LA,LAFAYETTE,30.2725,-92.0075,900980,1912,22055,213874.42857142858,0.6,1.887978323997683,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3754 MOSS ST,LAFAYETTE,70507,DBA: CVS/PHARMACY  # 05511,
BE5348087,LA,LAFAYETTE,30.2725,-92.0075,453000,584,22055,213874.42857142858,0.3,0.9491972608647364,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3754 MOSS ST,LAFAYETTE,70507,DBA: CVS/PHARMACY  # 05511,
BA2915241,LA,LAFAYETTE,30.1565,-92.051,504940,2019,22055,213874.42857142858,0.3,1.0580420495140628,CHAIN PHARMACY,ALBERTSONS LLC,4400 AMBASSADOR CAFFERY PKWY,LAFAYETTE,70508,SAV-ON PHARMACY #719,
BK4910849,LA,LAFAYETTE,30.154,-92.0483,518110,1599,22055,213874.42857142858,0.3,1.085640930270929,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,4510 AMBASSADOR CAFFERY PKWY,LAFAYETTE,70508,RITE AID #7298,
FL1906619,LA,LAFAYETTE,30.1455,-92.0335,197900,542,22055,213874.42857142858,0.1,0.41461301780653165,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",5044 AMBASSADOR CAFFREY RD.,LAFAYETTE,70508,DBA: CVS/PHARMACY  # 08958,
FF0878035,LA,LAFAYETTE,30.147,-92.0371,208000,746,22055,213874.42857142858,0.1,0.43577844648112146,RETAIL PHARMACY,FIRST OPTION HOME INFUSION PHARMACY,BUILDING A,LAFAYETTE,70508,4906 AMBASSADOR CAFFERY PARKWAY,SUITE 1
BO2239906,LA,LAFAYETTE,30.147,-92.0371,54100,232,22055,213874.42857142858,0,0.11326760756831183,RETAIL PHARMACY,FIRST OPTION HOME INFUSION PHARMACY,BUILDING A,LAFAYETTE,70508,4906 AMBASSADOR CAFFERY PARKWAY,SUITE 1
AP5057193,LA,LINCOLN,32.5299,-92.639,998660,3360,22061,45322.142857142855,3.1,9.875684773178284,RETAIL PHARMACY,WALTZ PHARMACY,200 NORTH TRENTON,RUSTON,71270,,
BC1903118,LA,LINCOLN,32.5277,-92.6396,364050,711,22061,45322.142857142855,1.1,3.6000012666838255,RETAIL PHARMACY,THE CORNER DRUG STORE,120 S. TRENTON,RUSTON,71270,,
FW2186270,LA,LINCOLN,32.5437,-92.6401,203900,551,22061,45322.142857142855,0.6,2.01627155305642,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1401 N. TRENTON,RUSTON,71270,DBA:  WALGREENS #13605,
BT7780720,LA,LAFAYETTE,30.1482,-91.9637,2193110,3098,22055,213874.42857142858,1.5,4.595749151056868,RETAIL PHARMACY,"TOWNE PHARMACY, LLC",103 E. MAIN ST,BROUSSARD,70518,,
BA6145684,LA,LAFAYETTE,30.1399,-91.9487,944130,3546,22055,213874.42857142858,0.6,1.9784029029391237,CHAIN PHARMACY,ALBERTSONS LLC,1210 ALBERTSON PARKWAY,BROUSSARD,70518,SAV-ON PHARMACY #2756,
FW0820628,LA,LAFAYETTE,30.1414,-91.9447,862300,1953,22055,213874.42857142858,0.6,1.8069210189349962,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",105 SAINT NAZAIRE RD,BROUSSARD,70518,DBA: WALGREENS #10126,
BC5312816,LA,LAFAYETTE,30.1597,-91.9905,572520,1242,22055,213874.42857142858,0.4,1.1996618188040413,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3604 PINHOOK RD.,BROUSSARD,70518,DBA: CVS/PHARMACY  # 05560,
BE5312816,LA,LAFAYETTE,30.1597,-91.9905,443100,688,22055,213874.42857142858,0.3,0.9284509495896435,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3604 PINHOOK RD.,BROUSSARD,70518,DBA: CVS/PHARMACY  # 05560,
FW1091064,LA,LAFAYETTE,30.1442,-91.9435,353530,1879,22055,213874.42857142858,0.2,0.7407492222249888,CHAIN PHARMACY,WAL-MART PHARMACY 10-415,123 SAINT NAZAIRE RD,BROUSSARD,70518,,
