BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_COUNTY,BUYER_STATE,avg,linear_average,lat,lon,BUYER_NAME,BUYER_ADDRESS1,BUYER_CITY,BUYER_ZIP,BUYER_ADDL_CO_INFO,BUYER_ADDRESS2
BM7842037,RETAIL PHARMACY,OUACHITA,LA,1.2,0.07285437595615489,32.4971,-92.1124,MONROE MEDICAL CLINIC PHCY,100 SOUTH 2ND ST,MONROE,71201,,
BM7856846,RETAIL PHARMACY,LAFAYETTE,LA,1.8,0.1152482900909842,30.2348,-92.1831,MECHE'S FAMILY DRUGS,"DUSON RX, INC",DUSON,70529,,9021 CAMERON STREET
BM8470510,RETAIL PHARMACY,GRANT,LA,218.9,13.713517764580418,31.6656,-92.8911,MONTGOMERY PHARMACY LLC,1101 CADDO ST.,MONTGOMERY,71454,,P.O. BOX 36
BM8495942,RETAIL PHARMACY,RAPIDES,LA,0.3,0.02140350233079489,31.276,-92.4638,MEDSOURCE PHARMACY SERVICES,2223 WORLEY DRIVE,ALEXANDRIA,71301,,
BM8629555,RETAIL PHARMACY,SABINE,LA,132.2,8.281970468007978,31.5659,-93.4904,MEDICAL CENTER PHARMACY,174 SAN ANTONIO AVENUE,MANY,71449,OF MANY LA INC,PO BOX 479
BM8788664,RETAIL PHARMACY,EAST BATON ROUGE,LA,1,0.063262652800317,30.4066,-91.0179,MESSINA'S PHARMACY,15046 MARKET ST,BATON ROUGE,70817,"MESSINA, GERLANDO J",
BM9063342,RETAIL PHARMACY,SAINT TAMMANY,LA,2.9,0.18315072782272765,30.4101,-90.1602,MADISONVILLE DRUGS,211 COVINGTON STREET,MADISONVILLE,70447,,PO BOX 489
BM9110177,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.5,0.033817486988939015,30.6527,-91.1809,MEDICAL PHARMACY WEST,2250 CHURCH STREET,ZACHARY,70791,,PO BOX 475
BM9560889,RETAIL PHARMACY,OUACHITA,LA,0.5,0.030462351894237953,32.491,-92.0551,"MONROE CLINIC DRUGS, INC.",1470 GARRETT ROAD SUITE A,MONROE,71202,,
BM9653177,RETAIL PHARMACY,ORLEANS,LA,0.1,0.007742485303022061,29.9505,-90.0784,MCLNO-OUT PATIENT PHARMACY,1400 POYDRAS ST.,NEW ORLEANS,70112,,
BN0425911,RETAIL PHARMACY,AVOYELLES,LA,4.5,0.28341977729454515,30.9538,-92.1836,NEW PARRINO DRUG STORE,208 SW MAIN ST,BUNKIE,71322,,P.O. BOX 177
BN3842350,RETAIL PHARMACY,CADDO,LA,0.4,0.02611495990349391,32.8731,-93.9874,NORTH CADDO DRUG,144 WEST LOUISIANA AVENUE,VIVIAN,71082,,
BN5148425,RETAIL PHARMACY,OUACHITA,LA,0,0.002489606594855505,32.5899,-92.0661,NE LA WAR VETERANS' HOME PHCY,6700 HIGHWAY 165 NORTH,MONROE,71203,,
BN5191313,RETAIL PHARMACY,LIVINGSTON,LA,38.4,2.404497223932902,30.5012,-90.943,NORTHSIDE FAMILY PHARMACY,850 COCKERHAMRD,DENHAM SPRINGS,70726,,
BN5299789,RETAIL PHARMACY,SAINT TAMMANY,LA,20.2,1.26689476189909,30.296,-89.7629,"NORTHSHORE DISC PHARMACY, INC",680 ROBERT BOULEVARD,SLIDELL,70458,,
BN5579579,RETAIL PHARMACY,WASHINGTON,LA,41.2,2.580354211647742,30.7583,-89.8519,NIELSEN'S PHARMACY,1619 SOUTH COLUMBIA STREET,BOGALUSA,70427,,
BN7185386,RETAIL PHARMACY,LAFAYETTE,LA,6.9,0.431713423555704,30.2605,-92.0063,NORTHSIDE PHARMACY LLC,2930 MOSS ST STE A,LAFAYETTE,70501,,
BN7339535,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.2,0.01354787517575036,30.4619,-91.0428,N&T PHARMACY,1124 MARQUE ANN DRIVE,BATON ROUGE,70815,,SUITE B
BN7470456,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.4,0.023825551791029676,30.4009,-91.1101,NATIONAL PHARMACY LTC,5344 BRITTANY DRIVE,BATON ROUGE,70808,,
BN7774587,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,3.8590689674843746e-5,30.4009,-91.1101,NATIONAL INFUSION SERVICES,"5344 BRITTANY DRIVE, STE A",BATON ROUGE,70808,,
BN9131587,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,0.002593706187979546,30.3803,-91.0943,NATIONAL PHARMACY ACQUISITION,10105 PARK ROWE CIRCLE,BATON ROUGE,70810,,SUITE A
BN9296559,RETAIL PHARMACY,CADDO,LA,1.3,0.07985470596545453,32.4205,-93.7272,NATIONAL PHARMACY SERVICES,8860 QUIMPER PLACE,SHREVEPORT,71105,,SUITE 100
BO2155352,RETAIL PHARMACY,JEFFERSON DAVIS,LA,7,0.4411816874735951,30.2367,-92.8224,OSBORN'S CRESCENT DRUG STORE,110 W SOUTH ST.,WELSH,70591,,
BO2239906,RETAIL PHARMACY,LAFAYETTE,LA,0.1,0.007524717667565427,30.147,-92.0371,FIRST OPTION HOME INFUSION PHARMACY,BUILDING A,LAFAYETTE,70508,4906 AMBASSADOR CAFFERY PARKWAY,SUITE 1
BO2691221,RETAIL PHARMACY,OUACHITA,LA,0.8,0.04731180355006068,32.4957,-92.0997,"OUCHITA PHARMACY, INC",1215 ORANGE STREET,MONROE,71202,,
BO3569627,RETAIL PHARMACY,CADDO,LA,1.2,0.07688854158202287,32.4569,-93.8055,OUTREACH PHARMACY,4140 HOLLYWOOD STE B,SHREVEPORT,71109,,
BO4933897,RETAIL PHARMACY,ALLEN,LA,155.7,9.753449127765688,30.8148,-92.645,OAKDALE DRUG COMPANY,149 HOSPITAL DRIVE,OAKDALE,71463,,
BO5862188,RETAIL PHARMACY,TANGIPAHOA,LA,14.8,0.9294151589393158,30.4383,-90.444,MEDI-THRIFT PHARMACY,240 WEST PINE STREET,PONCHATOULA,70454,,
BO6743810,RETAIL PHARMACY,LAFAYETTE,LA,0,2.2198950835913576e-4,30.217,-92.026,OUR LADY OF LOURDES,601 WEST ST. MARY BLVD,LAFAYETTE,70506,APOTHECARY,SUITE 100
BO7334559,RETAIL PHARMACY,JEFFERSON,LA,0,1.1998423362597354e-4,30.0062,-90.1649,ONCOLOGYRX,3440 DIVISION STREET,METAIRIE,70002,,SUITE I
BO7334573,RETAIL PHARMACY,SAINT TAMMANY,LA,0,5.884387715386403e-4,30.4637,-90.12,ONCOLOGYRX,39 STARBRUSH CIRCLE,COVINGTON,70433,,
BO9121738,RETAIL PHARMACY,JEFFERSON,LA,0,9.649808633841771e-5,29.8906,-90.0945,ONCOLOGY RX,1111 MEDICAL CENTER BLVD,MARRERO,70072,,SUITE SOUTH 670
BO9344641,RETAIL PHARMACY,SAINT LANDRY,LA,6.9,0.43137428542511147,30.6904,-92.1493,OUR LADY OF GUADALUPE PHARMACY,904 HIGHWAY 363,WASHINGTON,70589,,
BO9815753,RETAIL PHARMACY,JEFFERSON,LA,0.4,0.02457412326181408,29.9608,-90.1447,OCHSNER PHARMACY,1514 JEFFERSON HIGHWAY,NEW ORLEANS,70121,,
BP0160109,RETAIL PHARMACY,MOREHOUSE,LA,14.7,0.9237413645802608,32.7732,-91.9147,PEARCE PHARMACY,604 SOUTH WASHINGTON STREET,BASTROP,71220,,
BP0206056,RETAIL PHARMACY,IBERVILLE,LA,8.1,0.5102822989257719,30.1688,-91.1468,PHARMACEUTICALS,32553 BOWIE ST,WHITE CASTLE,70788,,
BP0367373,RETAIL PHARMACY,CADDO,LA,0.3,0.01796285687128812,32.5066,-93.7628,POWELL MEDICAL CTR PHARMACY,515 PIERRE AVE,SHREVEPORT,71101,,
BP1680037,RETAIL PHARMACY,RICHLAND,LA,26.5,1.6577086920280462,32.4565,-91.4931,PHILIP'S FAMILY PHARMACY,203 DEPOT STREET,DELHI,71232,PHILIP'S FAMILY PHARMACY,
BP2145313,RETAIL PHARMACY,EVANGELINE,LA,0.9,0.05915419462478669,30.6944,-92.2658,PROFESSIONAL PHARM SERV INC,OF VILLE PLATTE,VILLE PLATTE,70586,,409-A E LINCOLN RD
BP2247422,RETAIL PHARMACY,LAFAYETTE,LA,0.1,0.00382972656115499,30.2447,-92.0176,"PRIDE PLAZA PHARMACY, INC",850 NORTH PIERCE ST,LAFAYETTE,70501,,
BP2411596,RETAIL PHARMACY,SAINT MARY,LA,8.5,0.5303390120463627,29.7043,-91.2048,PRESCR CTR OF MORGAN CITY,832 MARGUERITE ST,MORGAN CITY,70380,,PO BOX 2461
BP3041338,RETAIL PHARMACY,WASHINGTON,LA,71.7,4.488805427368185,30.7781,-89.8661,"PEPE'S DRUG STORE, INC",418 AVENUE B,BOGALUSA,70427,,
BP3555274,RETAIL PHARMACY,CALCASIEU,LA,0.8,0.05133641066549179,30.4506,-93.4354,PERKINS PHARMACY,129 N PINE STREET,DEQUINCY,70633,WINSTON E BATCHELOR DBA,P.O. BOX 338
BP3654248,RETAIL PHARMACY,OUACHITA,LA,0.7,0.04471067075795605,32.5227,-92.3116,"PRICE RIGHT PHARMACY, INC",1312 HIGHWAY 80 EAST,CALHOUN,71225,,
BP4315924,RETAIL PHARMACY,RAPIDES,LA,1.5,0.09598822576378095,31.0863,-92.4052,PEARSON DRUG NO 7,1806 WATER STREET,LECOMPTE,71346,,PO BOX 369
BP5186172,RETAIL PHARMACY,WEST BATON ROUGE,LA,154.1,9.650143434080636,30.4538,-91.2096,PORT ALLEN SUPERMARKET PHARM,220 NORTH ALEXANDER STREET,PORT ALLEN,70767,,
BP5585332,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,5.02741561363793e-5,30.4033,-91.1137,PRESCRIPTION COMPOUNDS,5302 O'DONOVAN DRIVE,BATON ROUGE,70808,,
BP5680005,RETAIL PHARMACY,LAFAYETTE,LA,2,0.12306902367487528,30.1888,-92.0795,PROFESSIONAL ARTS PHARMACY,128 CURRAN LANE,LAFAYETTE,70506,COMPOUNDING PHARMACIES OF LA,
BP5862190,RETAIL PHARMACY,JEFFERSON,LA,0,9.383861352615723e-4,29.9491,-90.1843,PHARMACEUTICAL DOSE SERVICE,520 ELMWOOD PARK BLVD.,ELMWOOD,70123,,SUITE 140
BP6029474,RETAIL PHARMACY,RAPIDES,LA,3.2,0.20274930856642603,31.2903,-92.4706,PHARMED HOLDINGS,3108 JACKSON STREET,ALEXANDRIA,71301,OMNICARE OF ALEXANDRIA,
BP6656687,RETAIL PHARMACY,JEFFERSON,LA,0.3,0.019557996689180956,30.0057,-90.1976,PATIO DRUGS HOME CARE PHCY,5204 VETERANS BLVD,METAIRIE,70006,,
BP6928533,RETAIL PHARMACY,CALCASIEU,LA,0,0.0023471657146131053,30.185,-93.2503,PRESCRIPTION SPECIALTIES,4070 NELSON ROAD,LAKE CHARLES,70605,,SUITE 200
BP7040176,RETAIL PHARMACY,SAINT MARY,LA,1.2,0.07746472381060335,29.8833,-91.5237,PHARMACY CHITIMACHA,P.O. BOX 640,CHARENTON,70523,,3231 CHITIMACHA TRAIL
BP7386661,RETAIL PHARMACY,SAINT LANDRY,LA,4.2,0.26431305671124905,30.4968,-92.4161,PICOU'S DRUG STORE INC,260 N. 2ND STREET,EUNICE,70535,,P.O. BOX 607
BP8214289,RETAIL PHARMACY,EVANGELINE,LA,12.4,0.7756554737028432,30.782,-92.426,PINE PRAIRIE PHARMACY INC,10711 VETERANS MEMORIAL HWY,PINE PRAIRIE,70576,,PO BOX 800
BP8636699,RETAIL PHARMACY,CADDO,LA,0.2,0.010028567240188111,32.4898,-93.771,PMO PHARMACY MANAGEMENT SPORT,2255 WOODWARD AVE.,SHREVEPORT,71103,,
BP8992869,RETAIL PHARMACY,RAPIDES,LA,1.8,0.11348943427274298,31.2952,-92.4912,PECAN PARK PHARMACY LLC,204 PECAN PARK AVENUE,ALEXANDRIA,71303,,
BP9000338,RETAIL PHARMACY,JEFFERSON,LA,7,0.4360102315036609,29.9454,-90.1844,"PHARMACY 101, LTD.",5620 JEFFERSON HIGHWAY,ELMWOOD,70123,,
BP9009160,RETAIL PHARMACY,WINN,LA,195,12.216578465377479,31.927,-92.6387,PHARMACY SERVICES/WINNFIELD/IN,100  W MAIN STREET,WINNFIELD,71483,STEPHEN SHELTON,P O BOX 1437
BP9046601,RETAIL PHARMACY,JEFFERSON,LA,0.1,0.008263006011938755,29.8841,-90.0268,PROFESSIONAL PLAZA PHCY,120 MEADOWCREST ST. #150,GRETNA,70056,MEADOWCREST PROFESSIONAL BUILDING,
BP9172672,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.5,0.03360608389633244,30.3766,-91.101,PRESCRIPTIONS PLUS & GIFTS,8080 BLUEBONNET BLVD,BATON ROUGE,70810,,SUITE 2000
BP9603829,RETAIL PHARMACY,SAINT TAMMANY,LA,1,0.06369485339714318,30.4761,-90.0853,"PHARMACY OPERATIONS, INC, THE MEDICINE SHOPPE",1000 BUSINESS 190,COVINGTON,70433,,
BP9641615,RETAIL PHARMACY,JEFFERSON,LA,0.1,0.007592254529710764,29.9491,-90.1843,PHARMERICA DRUG SYSTEMS LLC,520 ELMWOOD PARK BLVD.,ELMWOOD,70123,,STE#140
BP9641716,RETAIL PHARMACY,SAINT TAMMANY,LA,8.3,0.5197522967500303,30.2855,-89.7715,PHARMACY CITY,1201 ROBERT BLVD,SLIDELL,70458,,
BP9663522,RETAIL PHARMACY,RAPIDES,LA,0,0.0010145922375896317,31.3263,-92.48,PEARSON SPECIALTY PHARMACY,2804 NORTH BOLTON AVE,ALEXANDRIA,71303,,
BP9698842,RETAIL PHARMACY,ASSUMPTION,LA,83.7,5.24108130257088,29.9924,-91.0553,PAINCOURTVILLE PHARMACY INC.,112 HWY 403,PAINCOURTVILLE,70391,,PO BOX 420
BP9985017,RETAIL PHARMACY,RAPIDES,LA,0,9.886080774625447e-5,31.2655,-92.4606,"PARATA, MACARTHUR BUSINESS PARK",2800 SOUTH MACARTHUR DRIVE,ALEXANDRIA,71301,,SUITE 100
BQ9221312,RETAIL PHARMACY,JEFFERSON,LA,4,0.24927288294702693,30.0125,-90.1582,"QVL PHARMACY 224, LLC",3501 SEVERN AVE,METAIRIE,70002,,SUITE 3A
BR0101624,RETAIL PHARMACY,VERNON,LA,30.2,1.8905632647542612,30.9203,-93.2821,ROSEPINE FAMILY PHARMACY,18507 CENTRAL AVE,ROSEPINE,70659,,PO BOX 408
BR0647288,RETAIL PHARMACY,POINTE COUPEE,LA,50.7,3.175307955814925,30.6936,-91.4321,RAYMONDS FAMILY PHARMACY,303 EAST MAIN ST,NEW ROADS,70760,,
BR0762535,RETAIL PHARMACY,PLAQUEMINES,LA,203.4,12.739729622222418,29.8613,-89.9958,"RUSSO'S PHARMACY TAC, INC",7902 HIGHWAY 23,BELLE CHASSE,70037,,
BR1328637,RETAIL PHARMACY,EAST FELICIANA,LA,342.6,21.462148458898557,30.8373,-91.2151,MCDONALD PHARMACY,1701 CHARTER STREET,JACKSON,70748,RC MCDONALD CO INC.,PO BOX 299
BR3901180,RETAIL PHARMACY,TERREBONNE,LA,1.5,0.09548594390449713,29.6351,-90.7619,ROUSE'S DISCOUNT PHARMACY,5818 WEST MAIN ST,HOUMA,70360,,
BR4469260,RETAIL PHARMACY,LAFOURCHE,LA,1.5,0.09364478322646462,29.782,-90.8075,"ROUSE'S DISCOUNT PHARMACY #5, ROUSE ENTERPRISES",1175 AUDUBON AVENUE,THIBODAUX,70301,,
BR4971380,RETAIL PHARMACY,LAFOURCHE,LA,5,0.3118035430451934,29.6421,-90.5259,ROUSE'S DISCOUNT PHARMACY #24,1428 CRESCENT AVE,LOCKPORT,70374,,
BR5129590,RETAIL PHARMACY,CONCORDIA,LA,130.7,8.184079071396146,31.5671,-91.4278,REEVES DRUG STORE,307 CARTER STREET,VIDALIA,71373,,
BR5191298,RETAIL PHARMACY,ACADIA,LA,4.5,0.28145677678442277,30.2441,-92.2554,RAYNE PHARMACY,713 CURTIS DR,RAYNE,70578,,
BR6115376,RETAIL PHARMACY,SAINT MARTIN,LA,7.2,0.45172145783939743,30.1244,-91.8331,ROBICHAUX'S PHARMACY,201 E. BRIDGE STREET,ST MARTINVILLE,70582,,
BR6136988,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.4,0.025072299394059767,30.4081,-91.0091,K & B LOUISIANA CORPORATION,4848 O'NEAL LANE,BATON ROUGE,70817,RITE AID #7384,
BR6232829,CHAIN PHARMACY,OUACHITA,LA,0.8,0.0490594783636656,32.5259,-92.0422,K & B LOUISIANA CORPORATION,7836 DESIARD STREET,MONROE,71203,RITE AID #7397,
BR6656663,RETAIL PHARMACY,RAPIDES,LA,0.5,0.029249588183383496,31.3151,-92.4501,RED RIVER PHARMACY,211 FOURTH STREET,ALEXANDRIA,71301,,
BR7201774,RETAIL PHARMACY,TERREBONNE,LA,0.8,0.049247596639462474,29.5844,-90.747,ROUSES PHARMACY #15,1410 ST. CHARLES STREET,HOUMA,70360,,
BR8378920,RETAIL PHARMACY,ACADIA,LA,0,0.001532105206564805,,,"RX CARE HOSPITAL DIVISION, INC",909 THE BOULEVARD,RAYNE,70578,,
BR9523336,RETAIL PHARMACY,JEFFERSON,LA,2.1,0.1320753972464963,29.9199,-90.2105,RIVER ROAD DISCOUNT PHARMACY LLC,6243 RIVER RD,AVONDALE,70094,,SUITE D
BR9688562,RETAIL PHARMACY,ASCENSION,LA,13,0.8130563188335753,30.2845,-90.9223,RALPH'S PHARMACY,15013 HIGHWAY 44 STE B,GONZALES,70737,,
BS0434136,RETAIL PHARMACY,OUACHITA,LA,0.2,0.013716777890544226,32.4838,-92.0945,"S&S PHARMACY ENTERPRISE, INC",809 WINNSBORO RD,MONROE,71202,,
BS0757988,RETAIL PHARMACY,RICHLAND,LA,24.4,1.528484854869248,32.45,-91.4925,SINGLEY'S PHARMACY,727  BROADWAY,DELHI,71232,,
BS1790903,RETAIL PHARMACY,SAINT CHARLES,LA,12.9,0.8098194872497078,29.9013,-90.3843,"SAV-MORE DRUGS, INC",13413 HIGHWAY 90,BOUTTE,70039,,PO BOX 523
BS2145337,RETAIL PHARMACY,OUACHITA,LA,0.5,0.02856076636183842,32.5375,-92.1072,SPATS REXALL DRUGS,2221 JUSTICE STREET,MONROE,71201,,
BS2607109,RETAIL PHARMACY,LIVINGSTON,LA,9.2,0.5755322158126789,30.4287,-90.5475,SPRINGFIELD HEALTHMART,PO BOX 10,SPRINGFIELD,70462,DBA SPRINGFIELD DRUG STORE,31696 LA HWY 22
BS3620665,CHAIN PHARMACY,OUACHITA,LA,1,0.06174894727810313,32.5234,-92.0941,SUPER 1 PHARMACY,STORE 607,MONROE,71201,,2810 LOUISVILLE AVE
BS3622467,CHAIN PHARMACY,OUACHITA,LA,1.6,0.09850293319308122,32.5163,-92.1498,SUPER 1 PHARMACY,STORE 602,WEST MONROE,71291,,2907 CYPRESS ST
BS3624714,CHAIN PHARMACY,RAPIDES,LA,2.4,0.15145881699597852,31.3554,-92.416,SUPER 1 PHARMACY,STORE 609,PINEVILLE,71360,,2951 COTTINGHAM EXPRESSWAY
BS3648978,CHAIN PHARMACY,RAPIDES,LA,4.5,0.28091957052748856,31.2969,-92.481,SUPER 1 PHARMACY,STORE 601,ALEXANDRIA,71301,,604 MACARTHUR DRIVE
BS3720718,CHAIN PHARMACY,JEFFERSON,LA,0.1,0.007768966219785843,30.0012,-90.1514,SAV-A-CENTER #60,"SUPER FRESH/SAV-A-CENTER, INC",METAIRIE,70002,,2900 VETERANS HIGHWAY
BS3791628,CHAIN PHARMACY,CADDO,LA,1.2,0.07356971293533285,32.4542,-93.7801,SUPER 1 PHARMACY,2640 WAGGONER,SHREVEPORT,71108,,
BS3824934,CHAIN PHARMACY,LINCOLN,LA,33.2,2.079370339734,32.5449,-92.638,SUPER 1 PHARMACY,1500 NORTH TRENTON,RUSTON,71270,,
BS4297087,RETAIL PHARMACY,OUACHITA,LA,1,0.06357406382994435,32.4847,-92.1014,SOUTHSIDE DRUGS,1510 SOUTH 2ND STREET,MONROE,71202,,
BS4560466,CHAIN PHARMACY,BOSSIER,LA,7.1,0.44770073438474633,32.5196,-93.6946,SUPER ONE PHARMACY,1870 AIRLINE DRIVE,BOSSIER CITY,71112,,
BS4617809,CHAIN PHARMACY,IBERIA,LA,17,1.0679429164449286,29.9863,-91.818,SUPER ONE PHARMACY,939 S LEWIS,NEW IBERIA,70560,,
BS4847630,CHAIN PHARMACY,LAFAYETTE,LA,0.7,0.04302732256068534,30.1729,-92.0658,SUPER 1 PHARMACY #623,3747 AMBASSADOR CAFFERY,LAFAYETTE,70503,,
BS5006019,CHAIN PHARMACY,JEFFERSON,LA,0.3,0.016702316446836174,29.9817,-90.178,"SAV-A-CENTER PHARMACY, #56",717 CLEARVIEW PARKWAY,METAIRIE,70001,,
BS5329811,CHAIN PHARMACY,MOREHOUSE,LA,17.8,1.116402120621076,32.7772,-91.885,SUPER ONE PHARMACY #603,2211 E. MADISON AVE.,BASTROP,71220,,
BS5523178,RETAIL PHARMACY,CADDO,LA,0.2,0.013525417662035263,32.4946,-93.7501,CHRISTUS SCHUMPERT APOTHECARY,ONE SAINT MARY PLACE,SHREVEPORT,71101,,
BS5592793,RETAIL PHARMACY,MOREHOUSE,LA,7.4,0.4612414481133383,32.7944,-91.9104,SPECIALTY PHARMACY SVCS INC,1821 N WASHINGTON,BASTROP,71220,,
BS5880807,RETAIL PHARMACY,CADDO,LA,1.5,0.0967238376866275,32.4014,-93.8003,STERLING HLTH CARE SERV,2535 BERT KOUNS,SHREVEPORT,71118,OMNICARE OF SHREVEPORT,SUITE 211
BS5998490,CHAIN PHARMACY,ORLEANS,LA,0.3,0.018688757473422468,29.9189,-90.0144,SAV-A-CENTER PHARMACY,"TEA CO., INC",ALGIERS,70114,THE GREAT ATLANTIC & PACIFIC,4001 GEN. DEGAULLE DR SUITE G
BS6029450,CHAIN PHARMACY,LAFAYETTE,LA,0.8,0.05171318946593709,30.244,-92.0162,SUPER ONE PHARMACY #627,215 W. WILLOW STREET,LAFAYETTE,70501,,
BS6141319,CHAIN PHARMACY,SAINT TAMMANY,LA,0.4,0.023616541043375287,30.3961,-90.1001,SAV-A-CENTER PHARMACY,TEA CO.,MANDEVILLE,70471,THE GREAT ATLANTIC & PACIFIC,4350 HIGHWAY 22
BS6495471,CHAIN PHARMACY,ORLEANS,LA,0.5,0.031974146683753,29.9166,-90.1028,SAV-A-CENTER PHARMACY #231,"TEA CO., INC.",NEW ORLEANS,70115,THE GREAT ATLANTIC & PACIFIC,4500 TCHOUPITOULAS ST.
BS6495495,CHAIN PHARMACY,ORLEANS,LA,0,4.479715055833827e-5,30.0281,-90.0539,SAV-A-CENTER PHARMACY #216,"TEA CO., INC.",NEW ORLEANS,70122,THE GREAT ATLANTIC & PACIFIC,6600 FRANKLIN AVENUE
BS6495522,CHAIN PHARMACY,JEFFERSON,LA,0.1,0.006187002372976781,30.0117,-90.221,SAV-A-CENTER PHARMACY #211,"TEA CO., INC.",METAIRIE,70003,THE GREAT ATLANTIC & PACIFIC,3711 POWER BLVD
BS6575952,CHAIN PHARMACY,SAINT TAMMANY,LA,1.1,0.07200078468096933,30.3098,-89.8284,SAM'S PHARMACY 10-6220,181 NORTHSHORE BLVD,SLIDELL,70460,,
BS6733720,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.2,0.015427761001033682,30.3783,-91.0639,SAM'S PHARMACY 10-6527,10444 NORTH MALL DRIVE,BATON ROUGE,70809,,
BS6795871,RETAIL PHARMACY,EVANGELINE,LA,23.4,1.4665574519933964,30.6411,-92.4198,SAVOY DRUG STORE,813 POINCIANA AVE,MAMOU,70554,,
BS6841755,RETAIL PHARMACY,JACKSON,LA,333.9,20.917814355596878,32.2541,-92.7209,STEWART-JOHNSTON,DBA: FAMILY PHARMACY,JONESBORO,71251,,500 ALEXANDER STREET
BS6990469,CHAIN PHARMACY,JEFFERSON,LA,0.1,0.004825954680656011,29.8934,-90.0569,SAM'S PHARMACY 10-8221,1527 MANHATTAN BLVD.,HARVEY,70058,,
BS7018307,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.3,0.016643944236532794,30.4615,-91.0976,SAM'S PHARMACY 10-8204,9598 CORTANA PLACE,BATON ROUGE,70815,,
BS7083607,RETAIL PHARMACY,WEST BATON ROUGE,LA,259.6,16.26028268895556,30.4485,-91.2096,STEVENS PHARMACY INC,520 S ALEXANDER AVE,PORT ALLEN,70767,,SUITE 200
BS7138680,RETAIL PHARMACY,ORLEANS,LA,0.2,0.01225541893782974,30.0183,-89.9664,ST BERNARD DRUGS LLC,10200 CHEF MENTEUR HWY,NEW ORLEANS,70127,,
BS7196428,CHAIN PHARMACY,JEFFERSON,LA,0.1,0.007724888383979083,30.0095,-90.2643,SAM'S PHARMACY 10-8261,455 31ST STREET,KENNER,70065,,
BS7361710,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.1,0.004355139355402167,30.4422,-91.0022,STANOCOLA PHARMACY,PHYSICIANS PLAZA I,BATON ROUGE,70816,16777 MEDICAL CENTER DRIVE,SUITE 400
BS7519880,RETAIL PHARMACY,EVANGELINE,LA,5.4,0.33966844414480335,30.6927,-92.3963,SAVOY DRUGSTORE,4940 VIDRINE ROAD,VILLE PLATTE,70586,DBA VIDRINE CLINIC PHARMACY,STE B
BS7650977,CHAIN PHARMACY,LAFAYETTE,LA,0.4,0.02435518343294987,30.1839,-92.0768,SAM'S PHARMACY 10-8114,3222 AMBASSADOR CAFFERY PKWY,LAFAYETTE,70506,,
BS7767330,CHAIN PHARMACY,CADDO,LA,0.7,0.041872285978513675,32.4792,-93.7151,SUPER ONE PHARMACY #633,745 SHREVEPORT-BARKSDALE HWY,SHREVEPORT,71105,,
BS7797977,CHAIN PHARMACY,JEFFERSON,LA,0.1,0.004710414354503152,29.9693,-90.1072,SAM'S PHARMACY 10-4775,3900 AIRLINE HIGHWAY,METAIRIE,70001,,
BS7836541,RETAIL PHARMACY,LINCOLN,LA,9.7,0.607856915682243,32.5439,-92.6366,STERLING PHARMACY,205 E REYNOLDS DRIVE,RUSTON,71270,,SUITE C
BS7961623,RETAIL PHARMACY,MADISON,LA,171.6,10.748883970006485,32.412,-91.1862,S & B DRUGS INC,501 NORTH CHESTNUT,TALLULAH,71282,,
BS8105517,RETAIL PHARMACY,TANGIPAHOA,LA,3,0.18613582414496382,30.9366,-90.5086,SCHILLING PHARMACY,210 AVENUE G,KENTWOOD,70444,,
BS8132348,CHAIN PHARMACY,CADDO,LA,0.6,0.03679576970066251,32.4377,-93.7158,SAM'S PHARMACY 10-8273,7400 YOUREE DR,SHREVEPORT,71105,,
BS8207789,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,0.001391562496677651,30.4002,-91.1159,"STAT-LAB I, INC",7049 PERKINS ROAD,BATON ROUGE,70808,ADVANCED BIOFUSION PHARMACY,
BS8326414,RETAIL PHARMACY,POINTE COUPEE,LA,42.5,2.662648284411184,30.6935,-91.4329,ELLIOTT PHARMACY #3,169 E MAIN STREET,NEW ROADS,70760,,
BS8986210,RETAIL PHARMACY,WINN,LA,2.9,0.18471539487809116,,,SPECIALTY HOSPITAL OF WINNFIELD,915 1ST STREET,WINNFIELD,71483,,
BS9040712,RETAIL PHARMACY,EAST BATON ROUGE,LA,3.2,0.19954861997620688,30.3988,-91.0853,QVL PHARMACY #222,5454 BLUEBONNET BLVD,BATON ROUGE,70809,,SUITE H
BS9040748,RETAIL PHARMACY,CADDO,LA,3.2,0.20135743237807568,32.4997,-93.7457,QVL PHARMACY #201,1303 LINE AVENUE,SHREVEPORT,71101,,SUITE 300
